Time Stamp,Time Zone,Fuel Category,Gen MW
12/20/2021 00:05:00,EST,Dual Fuel,4038.0
12/20/2021 00:05:00,EST,Natural Gas,2506.0
12/20/2021 00:05:00,EST,Nuclear,3341.0
12/20/2021 00:05:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:05:00,EST,Other Renewables,262.0
12/20/2021 00:05:00,EST,Wind,15.0
12/20/2021 00:05:00,EST,Hydro,2918.0
12/20/2021 00:09:19,EST,Dual Fuel,4122.0
12/20/2021 00:09:19,EST,Natural Gas,2455.0
12/20/2021 00:09:19,EST,Nuclear,3342.0
12/20/2021 00:09:19,EST,Other Fossil Fuels,3.0
12/20/2021 00:09:19,EST,Other Renewables,264.0
12/20/2021 00:09:19,EST,Wind,14.0
12/20/2021 00:09:19,EST,Hydro,2823.0
12/20/2021 00:10:00,EST,Dual Fuel,4167.0
12/20/2021 00:10:00,EST,Natural Gas,2428.0
12/20/2021 00:10:00,EST,Nuclear,3340.0
12/20/2021 00:10:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:10:00,EST,Other Renewables,265.0
12/20/2021 00:10:00,EST,Wind,13.0
12/20/2021 00:10:00,EST,Hydro,2788.0
12/20/2021 00:10:31,EST,Dual Fuel,4182.0
12/20/2021 00:10:31,EST,Natural Gas,2426.0
12/20/2021 00:10:31,EST,Nuclear,3340.0
12/20/2021 00:10:31,EST,Other Fossil Fuels,3.0
12/20/2021 00:10:31,EST,Other Renewables,265.0
12/20/2021 00:10:31,EST,Wind,13.0
12/20/2021 00:10:31,EST,Hydro,2787.0
12/20/2021 00:15:00,EST,Dual Fuel,4211.0
12/20/2021 00:15:00,EST,Natural Gas,2391.0
12/20/2021 00:15:00,EST,Nuclear,3342.0
12/20/2021 00:15:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:15:00,EST,Other Renewables,264.0
12/20/2021 00:15:00,EST,Wind,15.0
12/20/2021 00:15:00,EST,Hydro,2749.0
12/20/2021 00:20:00,EST,Dual Fuel,4227.0
12/20/2021 00:20:00,EST,Natural Gas,2340.0
12/20/2021 00:20:00,EST,Nuclear,3340.0
12/20/2021 00:20:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:20:00,EST,Other Renewables,262.0
12/20/2021 00:20:00,EST,Wind,18.0
12/20/2021 00:20:00,EST,Hydro,2703.0
12/20/2021 00:25:00,EST,Dual Fuel,4248.0
12/20/2021 00:25:00,EST,Natural Gas,2264.0
12/20/2021 00:25:00,EST,Nuclear,3340.0
12/20/2021 00:25:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:25:00,EST,Other Renewables,257.0
12/20/2021 00:25:00,EST,Wind,19.0
12/20/2021 00:25:00,EST,Hydro,2655.0
12/20/2021 00:30:00,EST,Dual Fuel,4257.0
12/20/2021 00:30:00,EST,Natural Gas,2243.0
12/20/2021 00:30:00,EST,Nuclear,3342.0
12/20/2021 00:30:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:30:00,EST,Other Renewables,257.0
12/20/2021 00:30:00,EST,Wind,20.0
12/20/2021 00:30:00,EST,Hydro,2703.0
12/20/2021 00:35:00,EST,Dual Fuel,4256.0
12/20/2021 00:35:00,EST,Natural Gas,2350.0
12/20/2021 00:35:00,EST,Nuclear,3341.0
12/20/2021 00:35:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:35:00,EST,Other Renewables,263.0
12/20/2021 00:35:00,EST,Wind,25.0
12/20/2021 00:35:00,EST,Hydro,2767.0
12/20/2021 00:40:00,EST,Dual Fuel,4193.0
12/20/2021 00:40:00,EST,Natural Gas,2425.0
12/20/2021 00:40:00,EST,Nuclear,3343.0
12/20/2021 00:40:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:40:00,EST,Other Renewables,263.0
12/20/2021 00:40:00,EST,Wind,27.0
12/20/2021 00:40:00,EST,Hydro,2662.0
12/20/2021 00:45:00,EST,Dual Fuel,4116.0
12/20/2021 00:45:00,EST,Natural Gas,2508.0
12/20/2021 00:45:00,EST,Nuclear,3343.0
12/20/2021 00:45:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:45:00,EST,Other Renewables,262.0
12/20/2021 00:45:00,EST,Wind,29.0
12/20/2021 00:45:00,EST,Hydro,2650.0
12/20/2021 00:50:00,EST,Dual Fuel,4001.0
12/20/2021 00:50:00,EST,Natural Gas,2573.0
12/20/2021 00:50:00,EST,Nuclear,3341.0
12/20/2021 00:50:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:50:00,EST,Other Renewables,260.0
12/20/2021 00:50:00,EST,Wind,29.0
12/20/2021 00:50:00,EST,Hydro,2595.0
12/20/2021 00:55:00,EST,Dual Fuel,3880.0
12/20/2021 00:55:00,EST,Natural Gas,2588.0
12/20/2021 00:55:00,EST,Nuclear,3341.0
12/20/2021 00:55:00,EST,Other Fossil Fuels,3.0
12/20/2021 00:55:00,EST,Other Renewables,264.0
12/20/2021 00:55:00,EST,Wind,31.0
12/20/2021 00:55:00,EST,Hydro,2615.0
12/20/2021 01:00:00,EST,Dual Fuel,3876.0
12/20/2021 01:00:00,EST,Natural Gas,2565.0
12/20/2021 01:00:00,EST,Nuclear,3342.0
12/20/2021 01:00:00,EST,Other Fossil Fuels,3.0
12/20/2021 01:00:00,EST,Other Renewables,267.0
12/20/2021 01:00:00,EST,Wind,38.0
12/20/2021 01:00:00,EST,Hydro,2626.0
12/20/2021 01:05:00,EST,Dual Fuel,3885.0
12/20/2021 01:05:00,EST,Natural Gas,2584.0
12/20/2021 01:05:00,EST,Nuclear,3342.0
12/20/2021 01:05:00,EST,Other Fossil Fuels,3.0
12/20/2021 01:05:00,EST,Other Renewables,264.0
12/20/2021 01:05:00,EST,Wind,47.0
12/20/2021 01:05:00,EST,Hydro,2710.0
12/20/2021 01:10:00,EST,Dual Fuel,3880.0
12/20/2021 01:10:00,EST,Natural Gas,2606.0
12/20/2021 01:10:00,EST,Nuclear,3341.0
12/20/2021 01:10:00,EST,Other Fossil Fuels,3.0
12/20/2021 01:10:00,EST,Other Renewables,264.0
12/20/2021 01:10:00,EST,Wind,53.0
12/20/2021 01:10:00,EST,Hydro,2813.0
12/20/2021 01:15:00,EST,Dual Fuel,3866.0
12/20/2021 01:15:00,EST,Natural Gas,2571.0
12/20/2021 01:15:00,EST,Nuclear,3342.0
12/20/2021 01:15:00,EST,Other Fossil Fuels,3.0
12/20/2021 01:15:00,EST,Other Renewables,261.0
12/20/2021 01:15:00,EST,Wind,55.0
12/20/2021 01:15:00,EST,Hydro,2854.0
12/20/2021 01:20:00,EST,Dual Fuel,3790.0
12/20/2021 01:20:00,EST,Natural Gas,2571.0
12/20/2021 01:20:00,EST,Nuclear,3343.0
12/20/2021 01:20:00,EST,Other Fossil Fuels,3.0
12/20/2021 01:20:00,EST,Other Renewables,264.0
12/20/2021 01:20:00,EST,Wind,55.0
12/20/2021 01:20:00,EST,Hydro,2914.0
