Time Stamp,Time Zone,Fuel Category,Gen MW
12/25/2021 00:05:00,EST,Dual Fuel,3836.0
12/25/2021 00:05:00,EST,Natural Gas,1515.0
12/25/2021 00:05:00,EST,Nuclear,3355.0
12/25/2021 00:05:00,EST,Other Fossil Fuels,56.0
12/25/2021 00:05:00,EST,Other Renewables,262.0
12/25/2021 00:05:00,EST,Wind,852.0
12/25/2021 00:05:00,EST,Hydro,2547.0
12/25/2021 00:10:00,EST,Dual Fuel,3854.0
12/25/2021 00:10:00,EST,Natural Gas,1435.0
12/25/2021 00:10:00,EST,Nuclear,3355.0
12/25/2021 00:10:00,EST,Other Fossil Fuels,55.0
12/25/2021 00:10:00,EST,Other Renewables,262.0
12/25/2021 00:10:00,EST,Wind,892.0
12/25/2021 00:10:00,EST,Hydro,2702.0
12/25/2021 00:15:00,EST,Dual Fuel,3856.0
12/25/2021 00:15:00,EST,Natural Gas,1446.0
12/25/2021 00:15:00,EST,Nuclear,3354.0
12/25/2021 00:15:00,EST,Other Fossil Fuels,55.0
12/25/2021 00:15:00,EST,Other Renewables,260.0
12/25/2021 00:15:00,EST,Wind,911.0
12/25/2021 00:15:00,EST,Hydro,2677.0
12/25/2021 00:20:00,EST,Dual Fuel,3844.0
12/25/2021 00:20:00,EST,Natural Gas,1419.0
12/25/2021 00:20:00,EST,Nuclear,3353.0
12/25/2021 00:20:00,EST,Other Fossil Fuels,55.0
12/25/2021 00:20:00,EST,Other Renewables,261.0
12/25/2021 00:20:00,EST,Wind,935.0
12/25/2021 00:20:00,EST,Hydro,2677.0
12/25/2021 00:25:00,EST,Dual Fuel,3817.0
12/25/2021 00:25:00,EST,Natural Gas,1397.0
12/25/2021 00:25:00,EST,Nuclear,3356.0
12/25/2021 00:25:00,EST,Other Fossil Fuels,55.0
12/25/2021 00:25:00,EST,Other Renewables,263.0
12/25/2021 00:25:00,EST,Wind,957.0
12/25/2021 00:25:00,EST,Hydro,2661.0
12/25/2021 00:30:00,EST,Dual Fuel,3742.0
12/25/2021 00:30:00,EST,Natural Gas,1393.0
12/25/2021 00:30:00,EST,Nuclear,3354.0
12/25/2021 00:30:00,EST,Other Fossil Fuels,28.0
12/25/2021 00:30:00,EST,Other Renewables,263.0
12/25/2021 00:30:00,EST,Wind,960.0
12/25/2021 00:30:00,EST,Hydro,2708.0
12/25/2021 00:35:00,EST,Dual Fuel,3692.0
12/25/2021 00:35:00,EST,Natural Gas,1393.0
12/25/2021 00:35:00,EST,Nuclear,3354.0
12/25/2021 00:35:00,EST,Other Fossil Fuels,3.0
12/25/2021 00:35:00,EST,Other Renewables,261.0
12/25/2021 00:35:00,EST,Wind,954.0
12/25/2021 00:35:00,EST,Hydro,2700.0
12/25/2021 00:40:00,EST,Dual Fuel,3670.0
12/25/2021 00:40:00,EST,Natural Gas,1395.0
12/25/2021 00:40:00,EST,Nuclear,3354.0
12/25/2021 00:40:00,EST,Other Fossil Fuels,3.0
12/25/2021 00:40:00,EST,Other Renewables,257.0
12/25/2021 00:40:00,EST,Wind,966.0
12/25/2021 00:40:00,EST,Hydro,2681.0
12/25/2021 00:45:00,EST,Dual Fuel,3617.0
12/25/2021 00:45:00,EST,Natural Gas,1393.0
12/25/2021 00:45:00,EST,Nuclear,3357.0
12/25/2021 00:45:00,EST,Other Fossil Fuels,3.0
12/25/2021 00:45:00,EST,Other Renewables,258.0
12/25/2021 00:45:00,EST,Wind,969.0
12/25/2021 00:45:00,EST,Hydro,2673.0
12/25/2021 00:50:00,EST,Dual Fuel,3605.0
12/25/2021 00:50:00,EST,Natural Gas,1396.0
12/25/2021 00:50:00,EST,Nuclear,3355.0
12/25/2021 00:50:00,EST,Other Fossil Fuels,3.0
12/25/2021 00:50:00,EST,Other Renewables,261.0
12/25/2021 00:50:00,EST,Wind,980.0
12/25/2021 00:50:00,EST,Hydro,2647.0
12/25/2021 00:55:00,EST,Dual Fuel,3634.0
12/25/2021 00:55:00,EST,Natural Gas,1402.0
12/25/2021 00:55:00,EST,Nuclear,3355.0
12/25/2021 00:55:00,EST,Other Fossil Fuels,3.0
12/25/2021 00:55:00,EST,Other Renewables,259.0
12/25/2021 00:55:00,EST,Wind,990.0
12/25/2021 00:55:00,EST,Hydro,2556.0
12/25/2021 01:00:00,EST,Dual Fuel,3624.0
12/25/2021 01:00:00,EST,Natural Gas,1397.0
12/25/2021 01:00:00,EST,Nuclear,3355.0
12/25/2021 01:00:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:00:00,EST,Other Renewables,261.0
12/25/2021 01:00:00,EST,Wind,990.0
12/25/2021 01:00:00,EST,Hydro,2628.0
12/25/2021 01:05:00,EST,Dual Fuel,3639.0
12/25/2021 01:05:00,EST,Natural Gas,1391.0
12/25/2021 01:05:00,EST,Nuclear,3354.0
12/25/2021 01:05:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:05:00,EST,Other Renewables,262.0
12/25/2021 01:05:00,EST,Wind,992.0
12/25/2021 01:05:00,EST,Hydro,2764.0
12/25/2021 01:10:00,EST,Dual Fuel,3619.0
12/25/2021 01:10:00,EST,Natural Gas,1383.0
12/25/2021 01:10:00,EST,Nuclear,3353.0
12/25/2021 01:10:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:10:00,EST,Other Renewables,261.0
12/25/2021 01:10:00,EST,Wind,976.0
12/25/2021 01:10:00,EST,Hydro,2825.0
12/25/2021 01:15:00,EST,Dual Fuel,3620.0
12/25/2021 01:15:00,EST,Natural Gas,1384.0
12/25/2021 01:15:00,EST,Nuclear,3354.0
12/25/2021 01:15:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:15:00,EST,Other Renewables,260.0
12/25/2021 01:15:00,EST,Wind,972.0
12/25/2021 01:15:00,EST,Hydro,2819.0
12/25/2021 01:20:00,EST,Dual Fuel,3618.0
12/25/2021 01:20:00,EST,Natural Gas,1383.0
12/25/2021 01:20:00,EST,Nuclear,3353.0
12/25/2021 01:20:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:20:00,EST,Other Renewables,262.0
12/25/2021 01:20:00,EST,Wind,976.0
12/25/2021 01:20:00,EST,Hydro,2777.0
12/25/2021 01:25:00,EST,Dual Fuel,3583.0
12/25/2021 01:25:00,EST,Natural Gas,1383.0
12/25/2021 01:25:00,EST,Nuclear,3355.0
12/25/2021 01:25:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:25:00,EST,Other Renewables,262.0
12/25/2021 01:25:00,EST,Wind,970.0
12/25/2021 01:25:00,EST,Hydro,2749.0
12/25/2021 01:30:00,EST,Dual Fuel,3548.0
12/25/2021 01:30:00,EST,Natural Gas,1384.0
12/25/2021 01:30:00,EST,Nuclear,3355.0
12/25/2021 01:30:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:30:00,EST,Other Renewables,259.0
12/25/2021 01:30:00,EST,Wind,959.0
12/25/2021 01:30:00,EST,Hydro,2768.0
12/25/2021 01:35:00,EST,Dual Fuel,3525.0
12/25/2021 01:35:00,EST,Natural Gas,1383.0
12/25/2021 01:35:00,EST,Nuclear,3353.0
12/25/2021 01:35:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:35:00,EST,Other Renewables,258.0
12/25/2021 01:35:00,EST,Wind,948.0
12/25/2021 01:35:00,EST,Hydro,2806.0
12/25/2021 01:40:00,EST,Dual Fuel,3489.0
12/25/2021 01:40:00,EST,Natural Gas,1382.0
12/25/2021 01:40:00,EST,Nuclear,3355.0
12/25/2021 01:40:00,EST,Other Fossil Fuels,3.0
12/25/2021 01:40:00,EST,Other Renewables,257.0
12/25/2021 01:40:00,EST,Wind,940.0
12/25/2021 01:40:00,EST,Hydro,2794.0
12/25/2021 01:45:00,EST,Dual Fuel,3461.0
