Time Stamp,Time Zone,Fuel Category,Gen MW
09/24/2021 00:05:00,EDT,Dual Fuel,3437.0
09/24/2021 00:05:00,EDT,Natural Gas,3674.0
09/24/2021 00:05:00,EDT,Nuclear,3273.0
09/24/2021 00:05:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:05:00,EDT,Other Renewables,242.0
09/24/2021 00:05:00,EDT,Wind,772.0
09/24/2021 00:05:00,EDT,Hydro,2407.0
09/24/2021 00:10:00,EDT,Dual Fuel,3347.0
09/24/2021 00:10:00,EDT,Natural Gas,3667.0
09/24/2021 00:10:00,EDT,Nuclear,3272.0
09/24/2021 00:10:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:10:00,EDT,Other Renewables,242.0
09/24/2021 00:10:00,EDT,Wind,732.0
09/24/2021 00:10:00,EDT,Hydro,2416.0
09/24/2021 00:15:00,EDT,Dual Fuel,3150.0
09/24/2021 00:15:00,EDT,Natural Gas,3687.0
09/24/2021 00:15:00,EDT,Nuclear,3275.0
09/24/2021 00:15:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:15:00,EDT,Other Renewables,239.0
09/24/2021 00:15:00,EDT,Wind,734.0
09/24/2021 00:15:00,EDT,Hydro,2487.0
09/24/2021 00:20:00,EDT,Dual Fuel,2956.0
09/24/2021 00:20:00,EDT,Natural Gas,3750.0
09/24/2021 00:20:00,EDT,Nuclear,3275.0
09/24/2021 00:20:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:20:00,EDT,Other Renewables,242.0
09/24/2021 00:20:00,EDT,Wind,767.0
09/24/2021 00:20:00,EDT,Hydro,2453.0
09/24/2021 00:25:00,EDT,Dual Fuel,2832.0
09/24/2021 00:25:00,EDT,Natural Gas,3772.0
09/24/2021 00:25:00,EDT,Nuclear,3273.0
09/24/2021 00:25:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:25:00,EDT,Other Renewables,243.0
09/24/2021 00:25:00,EDT,Wind,793.0
09/24/2021 00:25:00,EDT,Hydro,2424.0
09/24/2021 00:30:00,EDT,Dual Fuel,2730.0
09/24/2021 00:30:00,EDT,Natural Gas,3754.0
09/24/2021 00:30:00,EDT,Nuclear,3274.0
09/24/2021 00:30:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:30:00,EDT,Other Renewables,243.0
09/24/2021 00:30:00,EDT,Wind,717.0
09/24/2021 00:30:00,EDT,Hydro,2461.0
09/24/2021 00:35:00,EDT,Dual Fuel,2570.0
09/24/2021 00:35:00,EDT,Natural Gas,3698.0
09/24/2021 00:35:00,EDT,Nuclear,3276.0
09/24/2021 00:35:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:35:00,EDT,Other Renewables,242.0
09/24/2021 00:35:00,EDT,Wind,672.0
09/24/2021 00:35:00,EDT,Hydro,2522.0
09/24/2021 00:40:00,EDT,Dual Fuel,2563.0
09/24/2021 00:40:00,EDT,Natural Gas,3599.0
09/24/2021 00:40:00,EDT,Nuclear,3274.0
09/24/2021 00:40:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:40:00,EDT,Other Renewables,241.0
09/24/2021 00:40:00,EDT,Wind,687.0
09/24/2021 00:40:00,EDT,Hydro,2535.0
09/24/2021 00:45:00,EDT,Dual Fuel,2509.0
09/24/2021 00:45:00,EDT,Natural Gas,3542.0
09/24/2021 00:45:00,EDT,Nuclear,3275.0
09/24/2021 00:45:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:45:00,EDT,Other Renewables,240.0
09/24/2021 00:45:00,EDT,Wind,689.0
09/24/2021 00:45:00,EDT,Hydro,2536.0
09/24/2021 00:50:00,EDT,Dual Fuel,2479.0
09/24/2021 00:50:00,EDT,Natural Gas,3488.0
09/24/2021 00:50:00,EDT,Nuclear,3275.0
09/24/2021 00:50:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:50:00,EDT,Other Renewables,239.0
09/24/2021 00:50:00,EDT,Wind,655.0
09/24/2021 00:50:00,EDT,Hydro,2569.0
09/24/2021 00:55:00,EDT,Dual Fuel,2495.0
09/24/2021 00:55:00,EDT,Natural Gas,3429.0
09/24/2021 00:55:00,EDT,Nuclear,3276.0
09/24/2021 00:55:00,EDT,Other Fossil Fuels,3.0
09/24/2021 00:55:00,EDT,Other Renewables,241.0
09/24/2021 00:55:00,EDT,Wind,640.0
09/24/2021 00:55:00,EDT,Hydro,2517.0
09/24/2021 01:00:00,EDT,Dual Fuel,2520.0
09/24/2021 01:00:00,EDT,Natural Gas,3471.0
09/24/2021 01:00:00,EDT,Nuclear,3275.0
09/24/2021 01:00:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:00:00,EDT,Other Renewables,240.0
09/24/2021 01:00:00,EDT,Wind,636.0
09/24/2021 01:00:00,EDT,Hydro,2438.0
09/24/2021 01:05:00,EDT,Dual Fuel,2510.0
09/24/2021 01:05:00,EDT,Natural Gas,3491.0
09/24/2021 01:05:00,EDT,Nuclear,3277.0
09/24/2021 01:05:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:05:00,EDT,Other Renewables,237.0
09/24/2021 01:05:00,EDT,Wind,640.0
09/24/2021 01:05:00,EDT,Hydro,2453.0
09/24/2021 01:10:00,EDT,Dual Fuel,2496.0
09/24/2021 01:10:00,EDT,Natural Gas,3497.0
09/24/2021 01:10:00,EDT,Nuclear,3276.0
09/24/2021 01:10:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:10:00,EDT,Other Renewables,239.0
09/24/2021 01:10:00,EDT,Wind,645.0
09/24/2021 01:10:00,EDT,Hydro,2462.0
09/24/2021 01:15:00,EDT,Dual Fuel,2491.0
09/24/2021 01:15:00,EDT,Natural Gas,3492.0
09/24/2021 01:15:00,EDT,Nuclear,3275.0
09/24/2021 01:15:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:15:00,EDT,Other Renewables,242.0
09/24/2021 01:15:00,EDT,Wind,636.0
09/24/2021 01:15:00,EDT,Hydro,2432.0
09/24/2021 01:20:00,EDT,Dual Fuel,2481.0
09/24/2021 01:20:00,EDT,Natural Gas,3479.0
09/24/2021 01:20:00,EDT,Nuclear,3277.0
09/24/2021 01:20:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:20:00,EDT,Other Renewables,241.0
09/24/2021 01:20:00,EDT,Wind,615.0
09/24/2021 01:20:00,EDT,Hydro,2457.0
09/24/2021 01:25:00,EDT,Dual Fuel,2477.0
09/24/2021 01:25:00,EDT,Natural Gas,3505.0
09/24/2021 01:25:00,EDT,Nuclear,3275.0
09/24/2021 01:25:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:25:00,EDT,Other Renewables,240.0
09/24/2021 01:25:00,EDT,Wind,589.0
09/24/2021 01:25:00,EDT,Hydro,2422.0
09/24/2021 01:30:00,EDT,Dual Fuel,2475.0
09/24/2021 01:30:00,EDT,Natural Gas,3537.0
09/24/2021 01:30:00,EDT,Nuclear,3278.0
09/24/2021 01:30:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:30:00,EDT,Other Renewables,239.0
09/24/2021 01:30:00,EDT,Wind,575.0
09/24/2021 01:30:00,EDT,Hydro,2353.0
09/24/2021 01:35:00,EDT,Dual Fuel,2475.0
09/24/2021 01:35:00,EDT,Natural Gas,3520.0
09/24/2021 01:35:00,EDT,Nuclear,3278.0
09/24/2021 01:35:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:35:00,EDT,Other Renewables,240.0
09/24/2021 01:35:00,EDT,Wind,572.0
09/24/2021 01:35:00,EDT,Hydro,2343.0
09/24/2021 01:40:00,EDT,Dual Fuel,2479.0
09/24/2021 01:40:00,EDT,Natural Gas,3525.0
09/24/2021 01:40:00,EDT,Nuclear,3278.0
09/24/2021 01:40:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:40:00,EDT,Other Renewables,242.0
09/24/2021 01:40:00,EDT,Wind,578.0
09/24/2021 01:40:00,EDT,Hydro,2295.0
09/24/2021 01:45:00,EDT,Dual Fuel,2478.0
09/24/2021 01:45:00,EDT,Natural Gas,3481.0
09/24/2021 01:45:00,EDT,Nuclear,3276.0
09/24/2021 01:45:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:45:00,EDT,Other Renewables,240.0
09/24/2021 01:45:00,EDT,Wind,591.0
09/24/2021 01:45:00,EDT,Hydro,2315.0
09/24/2021 01:50:00,EDT,Dual Fuel,2461.0
09/24/2021 01:50:00,EDT,Natural Gas,3443.0
09/24/2021 01:50:00,EDT,Nuclear,3277.0
09/24/2021 01:50:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:50:00,EDT,Other Renewables,242.0
09/24/2021 01:50:00,EDT,Wind,607.0
09/24/2021 01:50:00,EDT,Hydro,2261.0
09/24/2021 01:55:00,EDT,Dual Fuel,2442.0
09/24/2021 01:55:00,EDT,Natural Gas,3429.0
09/24/2021 01:55:00,EDT,Nuclear,3279.0
09/24/2021 01:55:00,EDT,Other Fossil Fuels,3.0
09/24/2021 01:55:00,EDT,Other Renewables,245.0
09/24/2021 01:55:00,EDT,Wind,589.0
09/24/2021 01:55:00,EDT,Hydro,2206.0
09/24/2021 02:00:00,EDT,Dual Fuel,2427.0
09/24/2021 02:00:00,EDT,Natural Gas,3416.0
09/24/2021 02:00:00,EDT,Nuclear,3280.0
09/24/2021 02:00:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:00:00,EDT,Other Renewables,243.0
09/24/2021 02:00:00,EDT,Wind,586.0
09/24/2021 02:00:00,EDT,Hydro,2198.0
09/24/2021 02:05:00,EDT,Dual Fuel,2383.0
09/24/2021 02:05:00,EDT,Natural Gas,3462.0
09/24/2021 02:05:00,EDT,Nuclear,3279.0
09/24/2021 02:05:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:05:00,EDT,Other Renewables,236.0
09/24/2021 02:05:00,EDT,Wind,574.0
09/24/2021 02:05:00,EDT,Hydro,2223.0
09/24/2021 02:10:00,EDT,Dual Fuel,2348.0
09/24/2021 02:10:00,EDT,Natural Gas,3496.0
09/24/2021 02:10:00,EDT,Nuclear,3279.0
09/24/2021 02:10:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:10:00,EDT,Other Renewables,238.0
09/24/2021 02:10:00,EDT,Wind,576.0
09/24/2021 02:10:00,EDT,Hydro,2105.0
09/24/2021 02:15:00,EDT,Dual Fuel,2326.0
09/24/2021 02:15:00,EDT,Natural Gas,3502.0
09/24/2021 02:15:00,EDT,Nuclear,3278.0
09/24/2021 02:15:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:15:00,EDT,Other Renewables,238.0
09/24/2021 02:15:00,EDT,Wind,562.0
09/24/2021 02:15:00,EDT,Hydro,2065.0
09/24/2021 02:20:00,EDT,Dual Fuel,2311.0
09/24/2021 02:20:00,EDT,Natural Gas,3455.0
09/24/2021 02:20:00,EDT,Nuclear,3276.0
09/24/2021 02:20:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:20:00,EDT,Other Renewables,241.0
09/24/2021 02:20:00,EDT,Wind,561.0
09/24/2021 02:20:00,EDT,Hydro,2150.0
09/24/2021 02:25:00,EDT,Dual Fuel,2308.0
09/24/2021 02:25:00,EDT,Natural Gas,3465.0
09/24/2021 02:25:00,EDT,Nuclear,3277.0
09/24/2021 02:25:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:25:00,EDT,Other Renewables,242.0
09/24/2021 02:25:00,EDT,Wind,532.0
09/24/2021 02:25:00,EDT,Hydro,2186.0
09/24/2021 02:30:00,EDT,Dual Fuel,2301.0
09/24/2021 02:30:00,EDT,Natural Gas,3491.0
09/24/2021 02:30:00,EDT,Nuclear,3279.0
09/24/2021 02:30:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:30:00,EDT,Other Renewables,240.0
09/24/2021 02:30:00,EDT,Wind,536.0
09/24/2021 02:30:00,EDT,Hydro,2117.0
09/24/2021 02:35:00,EDT,Dual Fuel,2292.0
09/24/2021 02:35:00,EDT,Natural Gas,3549.0
09/24/2021 02:35:00,EDT,Nuclear,3279.0
09/24/2021 02:35:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:35:00,EDT,Other Renewables,241.0
09/24/2021 02:35:00,EDT,Wind,542.0
09/24/2021 02:35:00,EDT,Hydro,2010.0
09/24/2021 02:40:00,EDT,Dual Fuel,2287.0
09/24/2021 02:40:00,EDT,Natural Gas,3593.0
09/24/2021 02:40:00,EDT,Nuclear,3278.0
09/24/2021 02:40:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:40:00,EDT,Other Renewables,242.0
09/24/2021 02:40:00,EDT,Wind,569.0
09/24/2021 02:40:00,EDT,Hydro,1911.0
09/24/2021 02:45:00,EDT,Dual Fuel,2285.0
09/24/2021 02:45:00,EDT,Natural Gas,3550.0
09/24/2021 02:45:00,EDT,Nuclear,3280.0
09/24/2021 02:45:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:45:00,EDT,Other Renewables,241.0
09/24/2021 02:45:00,EDT,Wind,593.0
09/24/2021 02:45:00,EDT,Hydro,1897.0
09/24/2021 02:50:00,EDT,Dual Fuel,2287.0
09/24/2021 02:50:00,EDT,Natural Gas,3440.0
09/24/2021 02:50:00,EDT,Nuclear,3279.0
09/24/2021 02:50:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:50:00,EDT,Other Renewables,239.0
09/24/2021 02:50:00,EDT,Wind,595.0
09/24/2021 02:50:00,EDT,Hydro,1909.0
09/24/2021 02:55:00,EDT,Dual Fuel,2287.0
09/24/2021 02:55:00,EDT,Natural Gas,3382.0
09/24/2021 02:55:00,EDT,Nuclear,3278.0
09/24/2021 02:55:00,EDT,Other Fossil Fuels,3.0
09/24/2021 02:55:00,EDT,Other Renewables,242.0
09/24/2021 02:55:00,EDT,Wind,611.0
09/24/2021 02:55:00,EDT,Hydro,1950.0
09/24/2021 03:00:00,EDT,Dual Fuel,2299.0
09/24/2021 03:00:00,EDT,Natural Gas,3343.0
09/24/2021 03:00:00,EDT,Nuclear,3279.0
09/24/2021 03:00:00,EDT,Other Fossil Fuels,3.0
09/24/2021 03:00:00,EDT,Other Renewables,241.0
09/24/2021 03:00:00,EDT,Wind,661.0
09/24/2021 03:00:00,EDT,Hydro,1915.0
