Time Stamp,Time Zone,Fuel Category,Gen MW
12/19/2021 00:05:00,EST,Dual Fuel,3101.0
12/19/2021 00:05:00,EST,Natural Gas,2009.0
12/19/2021 00:05:00,EST,Nuclear,3341.0
12/19/2021 00:05:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:05:00,EST,Other Renewables,270.0
12/19/2021 00:05:00,EST,Wind,161.0
12/19/2021 00:05:00,EST,Hydro,3113.0
12/19/2021 00:10:00,EST,Dual Fuel,3103.0
12/19/2021 00:10:00,EST,Natural Gas,1992.0
12/19/2021 00:10:00,EST,Nuclear,3340.0
12/19/2021 00:10:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:10:00,EST,Other Renewables,268.0
12/19/2021 00:10:00,EST,Wind,169.0
12/19/2021 00:10:00,EST,Hydro,3115.0
12/19/2021 00:15:00,EST,Dual Fuel,3105.0
12/19/2021 00:15:00,EST,Natural Gas,1967.0
12/19/2021 00:15:00,EST,Nuclear,3341.0
12/19/2021 00:15:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:15:00,EST,Other Renewables,266.0
12/19/2021 00:15:00,EST,Wind,193.0
12/19/2021 00:15:00,EST,Hydro,3066.0
12/19/2021 00:20:00,EST,Dual Fuel,3120.0
12/19/2021 00:20:00,EST,Natural Gas,1961.0
12/19/2021 00:20:00,EST,Nuclear,3341.0
12/19/2021 00:20:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:20:00,EST,Other Renewables,265.0
12/19/2021 00:20:00,EST,Wind,190.0
12/19/2021 00:20:00,EST,Hydro,3000.0
12/19/2021 00:25:00,EST,Dual Fuel,3128.0
12/19/2021 00:25:00,EST,Natural Gas,1916.0
12/19/2021 00:25:00,EST,Nuclear,3340.0
12/19/2021 00:25:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:25:00,EST,Other Renewables,267.0
12/19/2021 00:25:00,EST,Wind,192.0
12/19/2021 00:25:00,EST,Hydro,3063.0
12/19/2021 00:30:00,EST,Dual Fuel,3125.0
12/19/2021 00:30:00,EST,Natural Gas,1883.0
12/19/2021 00:30:00,EST,Nuclear,3341.0
12/19/2021 00:30:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:30:00,EST,Other Renewables,268.0
12/19/2021 00:30:00,EST,Wind,192.0
12/19/2021 00:30:00,EST,Hydro,3064.0
12/19/2021 00:35:00,EST,Dual Fuel,3128.0
12/19/2021 00:35:00,EST,Natural Gas,1886.0
12/19/2021 00:35:00,EST,Nuclear,3339.0
12/19/2021 00:35:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:35:00,EST,Other Renewables,265.0
12/19/2021 00:35:00,EST,Wind,197.0
12/19/2021 00:35:00,EST,Hydro,3077.0
12/19/2021 00:40:00,EST,Dual Fuel,3128.0
12/19/2021 00:40:00,EST,Natural Gas,1885.0
12/19/2021 00:40:00,EST,Nuclear,3341.0
12/19/2021 00:40:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:40:00,EST,Other Renewables,267.0
12/19/2021 00:40:00,EST,Wind,198.0
12/19/2021 00:40:00,EST,Hydro,3085.0
12/19/2021 00:45:00,EST,Dual Fuel,3090.0
12/19/2021 00:45:00,EST,Natural Gas,1888.0
12/19/2021 00:45:00,EST,Nuclear,3341.0
12/19/2021 00:45:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:45:00,EST,Other Renewables,267.0
12/19/2021 00:45:00,EST,Wind,199.0
12/19/2021 00:45:00,EST,Hydro,3018.0
12/19/2021 00:50:00,EST,Dual Fuel,3069.0
12/19/2021 00:50:00,EST,Natural Gas,1891.0
12/19/2021 00:50:00,EST,Nuclear,3340.0
12/19/2021 00:50:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:50:00,EST,Other Renewables,268.0
12/19/2021 00:50:00,EST,Wind,192.0
12/19/2021 00:50:00,EST,Hydro,3012.0
12/19/2021 00:55:00,EST,Dual Fuel,2989.0
12/19/2021 00:55:00,EST,Natural Gas,1885.0
12/19/2021 00:55:00,EST,Nuclear,3341.0
12/19/2021 00:55:00,EST,Other Fossil Fuels,3.0
12/19/2021 00:55:00,EST,Other Renewables,269.0
12/19/2021 00:55:00,EST,Wind,191.0
12/19/2021 00:55:00,EST,Hydro,2973.0
12/19/2021 01:00:00,EST,Dual Fuel,3006.0
12/19/2021 01:00:00,EST,Natural Gas,1877.0
12/19/2021 01:00:00,EST,Nuclear,3340.0
12/19/2021 01:00:00,EST,Other Fossil Fuels,3.0
12/19/2021 01:00:00,EST,Other Renewables,269.0
12/19/2021 01:00:00,EST,Wind,195.0
