Time Stamp,Time Zone,Fuel Category,Gen MW
12/10/2021 00:05:00,EST,Dual Fuel,3454.0
12/10/2021 00:05:00,EST,Natural Gas,2606.0
12/10/2021 00:05:00,EST,Nuclear,3338.0
12/10/2021 00:05:00,EST,Other Fossil Fuels,3.0
12/10/2021 00:05:00,EST,Other Renewables,217.0
12/10/2021 00:05:00,EST,Wind,1004.0
12/10/2021 00:05:00,EST,Hydro,3249.0
12/10/2021 00:10:00,EST,Dual Fuel,3423.0
12/10/2021 00:10:00,EST,Natural Gas,2565.0
12/10/2021 00:10:00,EST,Nuclear,3336.0
12/10/2021 00:10:00,EST,Other Fossil Fuels,3.0
12/10/2021 00:10:00,EST,Other Renewables,211.0
12/10/2021 00:10:00,EST,Wind,1008.0
12/10/2021 00:10:00,EST,Hydro,3063.0
12/10/2021 00:15:00,EST,Dual Fuel,3409.0
12/10/2021 00:15:00,EST,Natural Gas,2540.0
12/10/2021 00:15:00,EST,Nuclear,3339.0
12/10/2021 00:15:00,EST,Other Fossil Fuels,3.0
12/10/2021 00:15:00,EST,Other Renewables,211.0
12/10/2021 00:15:00,EST,Wind,1007.0
12/10/2021 00:15:00,EST,Hydro,2959.0
12/10/2021 00:20:00,EST,Dual Fuel,3346.0
12/10/2021 00:20:00,EST,Natural Gas,2487.0
12/10/2021 00:20:00,EST,Nuclear,3339.0
12/10/2021 00:20:00,EST,Other Fossil Fuels,3.0
12/10/2021 00:20:00,EST,Other Renewables,212.0
12/10/2021 00:20:00,EST,Wind,1052.0
12/10/2021 00:20:00,EST,Hydro,2979.0
12/10/2021 00:25:00,EST,Dual Fuel,3232.0
12/10/2021 00:25:00,EST,Natural Gas,2479.0
12/10/2021 00:25:00,EST,Nuclear,3336.0
12/10/2021 00:25:00,EST,Other Fossil Fuels,3.0
12/10/2021 00:25:00,EST,Other Renewables,209.0
12/10/2021 00:25:00,EST,Wind,1103.0
12/10/2021 00:25:00,EST,Hydro,3001.0
12/10/2021 00:30:00,EST,Dual Fuel,3206.0
12/10/2021 00:30:00,EST,Natural Gas,2510.0
12/10/2021 00:30:00,EST,Nuclear,3338.0
12/10/2021 00:30:00,EST,Other Fossil Fuels,3.0
12/10/2021 00:30:00,EST,Other Renewables,214.0
12/10/2021 00:30:00,EST,Wind,1112.0
12/10/2021 00:30:00,EST,Hydro,2955.0
