Time Stamp,Time Zone,Fuel Category,Gen MW
12/07/2021 00:05:00,EST,Dual Fuel,2949.0
12/07/2021 00:05:00,EST,Natural Gas,2463.0
12/07/2021 00:05:00,EST,Nuclear,3334.0
12/07/2021 00:05:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:05:00,EST,Other Renewables,212.0
12/07/2021 00:05:00,EST,Wind,1578.0
12/07/2021 00:05:00,EST,Hydro,3014.0
12/07/2021 00:10:00,EST,Dual Fuel,2939.0
12/07/2021 00:10:00,EST,Natural Gas,2388.0
12/07/2021 00:10:00,EST,Nuclear,3335.0
12/07/2021 00:10:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:10:00,EST,Other Renewables,207.0
12/07/2021 00:10:00,EST,Wind,1599.0
12/07/2021 00:10:00,EST,Hydro,2847.0
12/07/2021 00:15:00,EST,Dual Fuel,2950.0
12/07/2021 00:15:00,EST,Natural Gas,2378.0
12/07/2021 00:15:00,EST,Nuclear,3336.0
12/07/2021 00:15:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:15:00,EST,Other Renewables,205.0
12/07/2021 00:15:00,EST,Wind,1607.0
12/07/2021 00:15:00,EST,Hydro,2706.0
12/07/2021 00:20:00,EST,Dual Fuel,2904.0
12/07/2021 00:20:00,EST,Natural Gas,2358.0
12/07/2021 00:20:00,EST,Nuclear,3335.0
12/07/2021 00:20:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:20:00,EST,Other Renewables,210.0
12/07/2021 00:20:00,EST,Wind,1669.0
12/07/2021 00:20:00,EST,Hydro,2696.0
12/07/2021 00:25:00,EST,Dual Fuel,2869.0
12/07/2021 00:25:00,EST,Natural Gas,2328.0
12/07/2021 00:25:00,EST,Nuclear,3336.0
12/07/2021 00:25:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:25:00,EST,Other Renewables,211.0
12/07/2021 00:25:00,EST,Wind,1693.0
12/07/2021 00:25:00,EST,Hydro,2647.0
12/07/2021 00:30:00,EST,Dual Fuel,2849.0
12/07/2021 00:30:00,EST,Natural Gas,2283.0
12/07/2021 00:30:00,EST,Nuclear,3335.0
12/07/2021 00:30:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:30:00,EST,Other Renewables,211.0
12/07/2021 00:30:00,EST,Wind,1707.0
12/07/2021 00:30:00,EST,Hydro,2621.0
12/07/2021 00:35:00,EST,Dual Fuel,2785.0
12/07/2021 00:35:00,EST,Natural Gas,2230.0
12/07/2021 00:35:00,EST,Nuclear,3337.0
12/07/2021 00:35:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:35:00,EST,Other Renewables,208.0
12/07/2021 00:35:00,EST,Wind,1686.0
12/07/2021 00:35:00,EST,Hydro,2696.0
12/07/2021 00:40:00,EST,Dual Fuel,2769.0
12/07/2021 00:40:00,EST,Natural Gas,2209.0
12/07/2021 00:40:00,EST,Nuclear,3334.0
12/07/2021 00:40:00,EST,Other Fossil Fuels,3.0
12/07/2021 00:40:00,EST,Other Renewables,206.0
12/07/2021 00:40:00,EST,Wind,1661.0
12/07/2021 00:40:00,EST,Hydro,2702.0
12/07/2021 00:45:00,EST,Dual Fuel,2752.0
12/07/2021 00:45:00,EST,Natural Gas,2207.0
12/07/2021 00:45:00,EST,Nuclear,3334.0
12/07/2021 00:45:00,EST,Other Fossil Fuels,3.0
