Time Stamp,Time Zone,Fuel Category,Gen MW
12/28/2021 00:05:00,EST,Dual Fuel,3995.0
12/28/2021 00:05:00,EST,Natural Gas,1526.0
12/28/2021 00:05:00,EST,Nuclear,3357.0
12/28/2021 00:05:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:05:00,EST,Other Renewables,253.0
12/28/2021 00:05:00,EST,Wind,770.0
12/28/2021 00:05:00,EST,Hydro,3219.0
12/28/2021 00:10:00,EST,Dual Fuel,3987.0
12/28/2021 00:10:00,EST,Natural Gas,1474.0
12/28/2021 00:10:00,EST,Nuclear,3358.0
12/28/2021 00:10:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:10:00,EST,Other Renewables,258.0
12/28/2021 00:10:00,EST,Wind,774.0
12/28/2021 00:10:00,EST,Hydro,3131.0
12/28/2021 00:15:00,EST,Dual Fuel,3969.0
12/28/2021 00:15:00,EST,Natural Gas,1483.0
12/28/2021 00:15:00,EST,Nuclear,3355.0
12/28/2021 00:15:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:15:00,EST,Other Renewables,257.0
12/28/2021 00:15:00,EST,Wind,785.0
12/28/2021 00:15:00,EST,Hydro,3038.0
12/28/2021 00:20:00,EST,Dual Fuel,3966.0
12/28/2021 00:20:00,EST,Natural Gas,1486.0
12/28/2021 00:20:00,EST,Nuclear,3356.0
12/28/2021 00:20:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:20:00,EST,Other Renewables,258.0
12/28/2021 00:20:00,EST,Wind,808.0
12/28/2021 00:20:00,EST,Hydro,3004.0
12/28/2021 00:25:00,EST,Dual Fuel,3922.0
12/28/2021 00:25:00,EST,Natural Gas,1489.0
12/28/2021 00:25:00,EST,Nuclear,3355.0
12/28/2021 00:25:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:25:00,EST,Other Renewables,262.0
12/28/2021 00:25:00,EST,Wind,829.0
12/28/2021 00:25:00,EST,Hydro,2998.0
12/28/2021 00:30:00,EST,Dual Fuel,3862.0
12/28/2021 00:30:00,EST,Natural Gas,1485.0
12/28/2021 00:30:00,EST,Nuclear,3356.0
12/28/2021 00:30:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:30:00,EST,Other Renewables,260.0
12/28/2021 00:30:00,EST,Wind,842.0
12/28/2021 00:30:00,EST,Hydro,2922.0
12/28/2021 00:35:00,EST,Dual Fuel,3806.0
12/28/2021 00:35:00,EST,Natural Gas,1484.0
12/28/2021 00:35:00,EST,Nuclear,3357.0
12/28/2021 00:35:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:35:00,EST,Other Renewables,258.0
12/28/2021 00:35:00,EST,Wind,856.0
12/28/2021 00:35:00,EST,Hydro,2850.0
12/28/2021 00:40:00,EST,Dual Fuel,3756.0
12/28/2021 00:40:00,EST,Natural Gas,1485.0
12/28/2021 00:40:00,EST,Nuclear,3356.0
12/28/2021 00:40:00,EST,Other Fossil Fuels,3.0
12/28/2021 00:40:00,EST,Other Renewables,257.0
12/28/2021 00:40:00,EST,Wind,866.0
12/28/2021 00:40:00,EST,Hydro,2849.0
12/28/2021 00:45:00,EST,Dual Fuel,3733.0
