Renewable Sources [kWh],Renewable Share
3301000.0,0.23224160157970042
3317500.0,0.2373423021499375
3238500.0,0.2359581613659264
3071000.0,0.2217190334117089
3658000.0,0.23820808314146275
3985000.0,0.24283907261876048
3984000.0,0.22134606002552124
4050000.0,0.2174269915022172
4299500.0,0.2222218919456379
4398500.0,0.21720515424633935
4476000.0,0.20349093150057343
4563000.0,0.19674653477216134
4639500.0,0.19639802850718538
4972000.0,0.2012157482042453
4983000.0,0.19788591394719107
4995500.0,0.1963021361777449
4687000.0,0.1874232475846439
4489000.0,0.1857594669208532
4260500.0,0.18612452063682894
4099500.0,0.19254444625594402
3729000.0,0.19212918109954916
3621500.0,0.20049019033293614
3514500.0,0.20535770039444834
3421000.0,0.21572428545008532
3346500.0,0.21858479286758592
3450500.0,0.2288059008837064
3559000.0,0.23883280190909545
3645000.0,0.23432578604041232
3931000.0,0.23787330907291793
4228000.0,0.23995258172098288
4293500.0,0.22619811535499634
4372500.0,0.21920179214120142
4425000.0,0.21170138219281504
4361500.0,0.19792913073707347
4400500.0,0.18893770231951407
4802500.0,0.19204976762772308
5093000.0,0.19725909654628004
4619500.0,0.17838701920874536
5128000.0,0.1982249669725602
4643500.0,0.1815925498600245
5130000.0,0.20357443234240125
4651000.0,0.19218527573547256
4635000.0,0.1951344266472944
4645500.0,0.20163096064123442
4201000.0,0.19945944040504904
3993500.0,0.20350508313503474
3611000.0,0.2047346932196733
3596500.0,0.21188368925028428
3473000.0,0.21820913475809073
3476500.0,0.223729024343764
3372500.0,0.21827745735454923
3328500.0,0.21352057746959152
3663000.0,0.22389825417340753
4029500.0,0.22941606745555232
4053000.0,0.21296133414168328
4345000.0,0.20999018079290074
4374000.0,0.20134338234896723
4415500.0,0.1912517427899874
4641500.0,0.19221218217189306
4657000.0,0.18447654672152541
4723500.0,0.18268478600067856
4987500.0,0.19037965507766935
5082500.0,0.19025576400841118
4950500.0,0.1862658925145994
4772500.0,0.18407986528680792
4498000.0,0.18649340334910597
4647500.0,0.20366854636793663
4414500.0,0.19798641052631505
4274000.0,0.20547825722805882
3591500.0,0.19071840645543883
3391000.0,0.20149232188699018
3171500.0,0.1973507521890186
2969500.0,0.19303146419191067
2906500.0,0.197020470953697
2813500.0,0.1979382421276355
2764000.0,0.1966812907581828
3079500.0,0.21045821028036038
3328500.0,0.2232380062435143
3437000.0,0.2215046742206241
3488500.0,0.21159972085196763
3677500.0,0.20952913396803668
3932000.0,0.20643694787415406
4031000.0,0.20245865788960105
3981000.0,0.19788287727923504
4086000.0,0.20204732990481156
4193500.0,0.2058347210319086
4301000.0,0.20806543153011814
4256500.0,0.20410466366584842
4027000.0,0.19467747511616967
4151000.0,0.20351201108420214
3812000.0,0.19955756376194703
3818500.0,0.2103555486180031
3579000.0,0.22129129883123616
3154500.0,0.20846352498514306
2660000.0,0.1877248677248677
2529500.0,0.18885627960394336
2439000.0,0.19269426639717335
2473000.0,0.19954812504897335
2592500.0,0.211823138772046
2616000.0,0.22206744073567794
3091000.0,0.2588234289414182
3154500.0,0.2589515646420101
3345000.0,0.26390489043198384
3433000.0,0.26395903141195903
3379500.0,0.2541745248098412
3374500.0,0.2397241528555904
3302500.0,0.22028261463686977
3357500.0,0.2148111340117829
3371000.0,0.20961466534961112
3508000.0,0.21255725904610262
3532000.0,0.20917407660211074
3629000.0,0.2115693690133889
3840500.0,0.21937901948241353
3884000.0,0.22613645855282766
3689500.0,0.22038680786714793
3511500.0,0.21984515751244715
3100000.0,0.21028408291468972
2729000.0,0.2029501517715167
2716000.0,0.223361767963408
2653000.0,0.2282495105231015
2621500.0,0.23407760605828237
2628000.0,0.23419689039083677
2497000.0,0.22455604382013938
2639000.0,0.22674226109588408
3166000.0,0.2572058199373972
3668000.0,0.26462715535339154
3666000.0,0.24196462341095076
3668500.0,0.23324710480609462
3611000.0,0.22430589959348685
3585500.0,0.21657109024467464
3585500.0,0.21069777505988996
3793000.0,0.21987886003997692
3716500.0,0.21365413010806922
3856000.0,0.221151902890177
3888500.0,0.21580183228112676
3915000.0,0.2152472233826121
3982000.0,0.22629521249065626
3999500.0,0.2283804561980865
4107000.0,0.23272583742532849
3929000.0,0.2350792331491926
3737000.0,0.23992599258421274
3228500.0,0.22500190218790694
3039500.0,0.22727133460738191
2798000.0,0.22495479251915418
2872000.0,0.2352654935375894
2821000.0,0.23810202944674586
2785000.0,0.23037660410541067
2820500.0,0.2273481306036202
3439000.0,0.2515429637057154
3592000.0,0.2413195809468875
3610500.0,0.2305350454475616
3761000.0,0.23052736932966345
3721500.0,0.2229018271242609
3728000.0,0.21734691365744246
3751500.0,0.21435535873757383
3734500.0,0.20939228619533484
3933000.0,0.20910545226744598
4110500.0,0.21455129921079247
4496000.0,0.22548212915174548
4415500.0,0.22226428399590661
4274000.0,0.21790529328124947
4014000.0,0.21404575267957127
3809000.0,0.20729335494327392
3781000.0,0.21648064278953866
3328000.0,0.20797154498197884
2938500.0,0.19616880328636052
2848000.0,0.2016875396145443
2816000.0,0.20640484881360507
2788000.0,0.2055237004020753
2761000.0,0.20517488179525212
2745000.0,0.20407314585842656
2687000.0,0.2003506250713184
3454000.0,0.22693229104316806
3636000.0,0.22281301265504733
3767500.0,0.22201289933179413
3794500.0,0.21661284379383647
3690500.0,0.2035772973438877
3801000.0,0.20463764324420036
4046500.0,0.20771682110657497
4596000.0,0.22364403082739567
4587000.0,0.22062073604304794
4653500.0,0.22161158269990683
4930500.0,0.23029494958182803
5004500.0,0.2321289320548215
4650000.0,0.22262121710895685
4261500.0,0.21130873614960272
4135000.0,0.2091667026485728
4272500.0,0.21974925528341713
4010500.0,0.2225109789141841
3345000.0,0.19741915124640397
3054500.0,0.18660038710629476
2830000.0,0.18434434881571105
2867500.0,0.18903005459866357
2882500.0,0.19097357796300463
2844000.0,0.18659388565456567
2847500.0,0.18405028141476812
3296000.0,0.2001704978968627
3651500.0,0.2104366075378355
3795500.0,0.20733545443696916
3847500.0,0.20219910278268716
4088500.0,0.20466058232687864
4113500.0,0.19961753711681546
4084500.0,0.19496239507667873
4051500.0,0.19046885446194733
4450500.0,0.20251156406324922
4817500.0,0.2160913543328738
5220000.0,0.2264553495224892
5113000.0,0.22137585588999373
4745500.0,0.21235039923472687
4026500.0,0.18898233687943045
3976500.0,0.19176201361048179
3942500.0,0.19430733817019852
3224000.0,0.17068731693049852
2640500.0,0.16011955559678326
2620500.0,0.17178252505380986
2669500.0,0.17468273027154374
2619000.0,0.17726525468962245
2575500.0,0.17628780933648802
2540500.0,0.17521289629459175
2527500.0,0.1717539581156029
3005000.0,0.1913240568256679
3419000.0,0.20690806657523697
3412500.0,0.19878269201999998
3607500.0,0.20488952446244568
3673500.0,0.20036018923433488
3856000.0,0.1969391956465629
3900500.0,0.19015239223158573
4176500.0,0.19867645647333354
4568000.0,0.21392778532290543
4666000.0,0.2134465074835013
4473500.0,0.20401554094821756
4674500.0,0.21076372997650583
4382500.0,0.20050768956983123
3861000.0,0.18284170414962397
3735500.0,0.18312219004450464
3728000.0,0.19592963139654987
3402500.0,0.19010533325286016
2754000.0,0.1674806544007048
2555000.0,0.16493309876955145
2483000.0,0.16535346331144238
2431000.0,0.16944476886821452
2440500.0,0.1769783040627973
2449500.0,0.17886027447889147
2419000.0,0.17687986051427745
2709500.0,0.19323265752022079
3061000.0,0.21302916029038474
3233500.0,0.211678933026967
3277000.0,0.20278341609501627
3406500.0,0.2037733431695785
3650500.0,0.20625362530426788
3610000.0,0.20071484418630628
3513000.0,0.19267801773377577
3788000.0,0.2026523615929288
3817500.0,0.20084389133456199
4038500.0,0.20977030928665602
4076000.0,0.2092455890957248
4168500.0,0.21461461260383674
4168500.0,0.2161147604767934
4113500.0,0.21655567357802225
4164000.0,0.22584139425571081
3681500.0,0.2149151527640723
3133500.0,0.19536961190860563
2954000.0,0.197680690399137
2786000.0,0.19526746475207973
2633500.0,0.19330981405581338
2481500.0,0.18477971301385795
2520000.0,0.18813686162510324
2506000.0,0.187385604641622
2542000.0,0.19216659787568682
2998500.0,0.21589834752989856
3252000.0,0.22776816430603314
3425500.0,0.2254928735055997
3472500.0,0.21514568197627715
3713500.0,0.2207515203244313
3885000.0,0.2255385081411399
3881000.0,0.22811983073222766
3722500.0,0.221832223011629
3829500.0,0.22032485645121583
4039000.0,0.21964847851086
4130500.0,0.22501684556484755
4093500.0,0.22904331324480603
3845000.0,0.2222222313151947
3776000.0,0.2208596223770168
3745500.0,0.22228494055139644
3513000.0,0.21287995092894074
2960500.0,0.1931258775107118
2794000.0,0.1964501242456514
2713500.0,0.19740626563145647
2743500.0,0.20262383007631946
2734000.0,0.20184386078347777
2736000.0,0.20204156656691813
2809500.0,0.20072990033340982
3116500.0,0.2108254005531329
3451000.0,0.2167120903773969
3673500.0,0.21654441764203525
3748500.0,0.21378980685468874
3741500.0,0.2102037637389331
4094500.0,0.217969035000126
4138500.0,0.21287357224198433
4345500.0,0.21260049837167094
4353000.0,0.21014485078723694
4577000.0,0.21505368120650772
4767000.0,0.21937940172257128
4681500.0,0.21544939942012978
4450000.0,0.20586865264171658
3885500.0,0.19523590541891925
3785500.0,0.1951035995897921
3605500.0,0.1991488878875222
3455000.0,0.1964018082129319
3037000.0,0.18572170719558193
2790000.0,0.18915254237288134
2708500.0,0.1892075130656552
2712000.0,0.1928718359638396
2688500.0,0.19219214301923498
2770000.0,0.19807221684551896
2752500.0,0.19135895657754587
3111500.0,0.2086712252722744
3512500.0,0.21522401569922073
3572500.0,0.20714481990358852
3604500.0,0.197641795041648
3785000.0,0.1922255712263674
3907000.0,0.1882296170207811
4118000.0,0.1896525354641462
4496500.0,0.19533672915169575
5061500.0,0.2105542283964414
5331500.0,0.21598076530126414
5302500.0,0.21289870228795887
5289500.0,0.21214005512238893
5273500.0,0.21034204079335456
4937500.0,0.20616136673502766
4742000.0,0.20403153176294714
4058000.0,0.19526560629692513
3735500.0,0.1902613910296067
3369500.0,0.18512082906618152
3102500.0,0.18799558496270732
3031500.0,0.19284884285537282
3008000.0,0.19859067633385527
3091500.0,0.20799324025112864
3122000.0,0.21340248899287073
3310000.0,0.2181434631978924
3383500.0,0.21631976658093502
3760500.0,0.22417574658072392
3902500.0,0.21605743237857183
4110000.0,0.21190201328053904
4101500.0,0.20113600050335956
4293000.0,0.19717970114632424
4500500.0,0.19502152918044663
4848500.0,0.1993961617406978
5003000.0,0.20091627763145575
4979000.0,0.19651851148363544
5183000.0,0.20219339494416905
4938000.0,0.19303610522030037
4925000.0,0.1953531997193309
4493000.0,0.18516690374480377
4427000.0,0.1865217282787465
4263000.0,0.19093046028291755
3683000.0,0.17948216511173676
3069000.0,0.16656902453554845
3107000.0,0.17768229508470837
3074000.0,0.18333397894392345
3077500.0,0.19467880642813928
3102000.0,0.19726596048743966
3090500.0,0.19970257540853295
3093000.0,0.1962606622206024
3419000.0,0.20881107796282583
3782000.0,0.21155798461897685
4011000.0,0.209154884572167
4053000.0,0.19561599654717282
4251500.0,0.18799887741911386
4246500.0,0.17989180892740025
4561500.0,0.18191637580890668
5106500.0,0.19492914827782332
5231000.0,0.19613273036850415
4977500.0,0.1898354187428332
5049000.0,0.19103297867097763
4926000.0,0.18630527970443367
5064500.0,0.19127647487233257
4994500.0,0.19194181287069173
4797500.0,0.18893928241908547
4085500.0,0.17361593526021712
3631500.0,0.17079635585394254
3012000.0,0.16162718712532848
2810000.0,0.16242382839602826
2808500.0,0.16901945360189086
2736500.0,0.16929423991485215
2673500.0,0.1701630821427219
2661000.0,0.1714396224342771
2665500.0,0.1691643140827328
3287500.0,0.1969795753409912
3461500.0,0.19980808741077344
3614000.0,0.19394425408263197
3791000.0,0.18714978251691405
3789500.0,0.1773885373396553
3948000.0,0.17327851543196007
3933500.0,0.166985087761514
4742000.0,0.18984997226621186
4965000.0,0.19410653249918014
4933000.0,0.19158399664378623
4574000.0,0.18090892418953305
4507500.0,0.17948269261646424
4159500.0,0.16937141378512838
3910000.0,0.16724391665213176
4001500.0,0.1802356932581796
3742500.0,0.18189620229108278
3907500.0,0.202191901549871
3566500.0,0.19735496765456967
3292000.0,0.20862813850103312
3267000.0,0.21530974051154803
3229500.0,0.21666463417024817
3196500.0,0.21897691411122772
3179000.0,0.22162048534062628
3353500.0,0.23083569590455338
3520000.0,0.24212355725260087
3712000.0,0.2598410023661014
3649000.0,0.2460980651885375
3780500.0,0.24618912060803355
3733000.0,0.24092598428107562
3682500.0,0.23142940761067904
3677000.0,0.22477386968479263
3565000.0,0.21635171551766824
3699500.0,0.2223176120162163
3764000.0,0.22488616325819485
4136000.0,0.2430598343129805
4320000.0,0.2506877965448473
4241500.0,0.25187651647127474
4218500.0,0.2555215960241211
4120500.0,0.25213878343087315
4140000.0,0.25771669437496303
3787500.0,0.25029078053678766
3270000.0,0.23826461629266416
3234500.0,0.2524949385838396
3226500.0,0.2610198642513898
3144000.0,0.2600295125712202
3189500.0,0.26601572410666474
3139500.0,0.2629486395414373
3152000.0,0.2625675352609816
3271000.0,0.2657637812632031
3588000.0,0.28200057860823297
3535000.0,0.2742532064932869
3583000.0,0.25952869288394553
3721500.0,0.25577568447170684
3827500.0,0.2519515408821419
3886000.0,0.24751351605485306
3889000.0,0.2429460473780144
4054000.0,0.2573337921773906
3784000.0,0.23853595108890346
3844500.0,0.23250587814376442
4153000.0,0.24250457979018183
4215500.0,0.24542756205695468
4253500.0,0.24718147146759983
4535000.0,0.26972120076945705
4688000.0,0.2765232812418632
3992000.0,0.25404024972410433
3833000.0,0.2641540465622782
3708000.0,0.266095150223674
3646000.0,0.2683034739477894
3608500.0,0.27372865024903204
3483500.0,0.2670785626947274
3393000.0,0.25989857631298297
3405000.0,0.24359657399965629
3550500.0,0.2406821295045182
3816500.0,0.25018124048714907
4002500.0,0.2370912825856897
4111500.0,0.2335682842050592
4156500.0,0.22898864637283262
4306000.0,0.22415208351101912
4386000.0,0.2186527247898228
4726500.0,0.22738365299095303
4828500.0,0.22611642259855674
5027000.0,0.22809213916104804
5387000.0,0.23649977527977623
5756500.0,0.24783582502417584
5309500.0,0.23344555531991038
4742000.0,0.21850865101548078
4796500.0,0.22883309460818502
4402000.0,0.227926564542548
3772000.0,0.21192377634331366
3547000.0,0.21496844003606852
3408000.0,0.22517234761071836
3317500.0,0.2259285577426043
2902500.0,0.20819728577426866
2874500.0,0.2095187705872273
2903000.0,0.21639098966309545
2891500.0,0.21134987885861622
3149000.0,0.21840097999000183
3488500.0,0.23294313730795918
3439000.0,0.21454327519023392
3441500.0,0.20269269523570393
3489000.0,0.19716267765811246
3540500.0,0.19266156742888957
3829500.0,0.19679220135835535
4117000.0,0.20241056452505396
4447500.0,0.21274421662286244
4574500.0,0.21503147940698175
4667500.0,0.21666591850743683
4717500.0,0.22425280678942683
4347000.0,0.21828451193956222
4079500.0,0.21364973621461242
4030500.0,0.2205983741580697
3961000.0,0.22616407349617668
3456000.0,0.22092827325386583
3102000.0,0.21315192743764172
2979500.0,0.22609265560240865
2976500.0,0.2341437356681259
2889000.0,0.23439145269722989
2868000.0,0.23683467306144484
2795000.0,0.23336400503908838
2940000.0,0.23249615700767873
3459500.0,0.24074139346316764
3729000.0,0.24961325003698062
3826500.0,0.24287503032829116
3852500.0,0.24060106524297692
3885500.0,0.23454287023400922
3965000.0,0.23781140165857212
3920500.0,0.23387483720283792
3725000.0,0.2233367042415349
3698000.0,0.22576421361949928
3708000.0,0.22555285621037507
3770000.0,0.22318160171489088
4204500.0,0.2395660205324774
3907000.0,0.22924872964858248
3837000.0,0.22801152370434913
3840000.0,0.2312624638836086
3766500.0,0.23868966388023377
3635000.0,0.24481049953127093
3008500.0,0.22751214813783266
3073000.0,0.2566935775943946
3123000.0,0.2670499941862091
3084500.0,0.27190128343979075
3063000.0,0.2735678590477738
3152500.0,0.2757488861071918
3076000.0,0.2698276341934378
3541500.0,0.2936960529823341
3658500.0,0.2891594638884778
3926500.0,0.28943635373352394
4006500.0,0.29005336607277643
4156000.0,0.30361301262845125
3926500.0,0.28183297979354105
3912000.0,0.2778846616056556
4377500.0,0.2906756894966696
4445500.0,0.28953818163515055
4498500.0,0.2833630325258638
4446000.0,0.2758506517977029
4386500.0,0.27014143547281944
4460500.0,0.2767579919632682
4175500.0,0.2697185588055774
4182000.0,0.2721686279330344
3843500.0,0.26880497865917136
3822500.0,0.3037221972487971
3530000.0,0.3118347465271514
3242500.0,0.3042096449021523
3257000.0,0.31195135066000207
3124500.0,0.30536553186069304
3242000.0,0.31197057827147345
3239000.0,0.30911165275488095
3277000.0,0.30226746362662826
3568000.0,0.30768923440423684
3734500.0,0.3046292175535167
3653500.0,0.28761946764705115
3770000.0,0.2864263180873745
3789500.0,0.2802869789435052
3785000.0,0.2751664536012217
3934500.0,0.2748497726660608
3947000.0,0.27093795310320723
4009500.0,0.2677934656887091
4023500.0,0.26623627279434026
4078000.0,0.2667040950315459
4141000.0,0.26364473357040685
4110000.0,0.2620522093764019
4100000.0,0.2667080760936975
4142500.0,0.27279955075767737
4137000.0,0.2989688309019703
4044500.0,0.32011780318382144
3632000.0,0.3081541899721374
2873500.0,0.27660817528755177
2807000.0,0.27716615252420157
2761000.0,0.27597953596243047
2612000.0,0.27300756172798035
2741000.0,0.281952364445765
2742000.0,0.2792118184676149
3232000.0,0.3067186818224187
3339500.0,0.30718070733398695
3428500.0,0.308770210024418
3613500.0,0.3133182878525561
3605500.0,0.3126865983965682
3596500.0,0.3087522572648985
3482000.0,0.2885204574517445
3582000.0,0.2881043319220158
3630500.0,0.28446950147479316
3597500.0,0.27157287507000194
3736500.0,0.27078591128157
3851500.0,0.27073138182810597
3796000.0,0.2647382669277708
3746500.0,0.2622807415600268
3876500.0,0.2656112628406056
3859000.0,0.28066383427305697
3518500.0,0.28416568913881457
3154500.0,0.2756357153622956
2784500.0,0.2633340203329204
2788000.0,0.2687719522617199
2798500.0,0.2751726004947844
2646000.0,0.2633143483939685
2742000.0,0.26983729224774544
2867500.0,0.2799122797208372
3358000.0,0.30739708332808546
3616000.0,0.32017589546141145
3673000.0,0.3148502003499043
3609500.0,0.30536875150662823
3717000.0,0.292037305285109
3726500.0,0.2781315044506559
3885500.0,0.2779738286422268
3813000.0,0.27041448700971604
3863500.0,0.2720773915912542
3894500.0,0.27430626406919534
3795500.0,0.26244906260685685
3915500.0,0.2717776554651184
3952500.0,0.27267705947171184
3800000.0,0.268153341265822
3949000.0,0.2751369868119308
3842500.0,0.2754754315927948
3622000.0,0.2743460114637719
3031000.0,0.24365737329440235
2923000.0,0.25665594432815986
2874500.0,0.25947456525612406
2883000.0,0.2649284530678453
3078000.0,0.27936129922131603
2892000.0,0.26761781680666136
2849500.0,0.2680317784348994
3216500.0,0.2880043201402691
3433500.0,0.29541688006021216
3528500.0,0.2927354763705
3599000.0,0.28462670965477593
3797000.0,0.2775571412174525
3853000.0,0.26918446496894677
4500500.0,0.29747823018723135
4506500.0,0.2994410928243974
4566500.0,0.2953656444501156
4681500.0,0.29183797414976065
4485000.0,0.2789376233040084
4521000.0,0.2746241075722996
4331000.0,0.26614360157147543
4302000.0,0.2714026552683595
4388500.0,0.27278533341049804
4088500.0,0.2644637718013588
3611000.0,0.258862937837411
3105000.0,0.24525591592953808
3159000.0,0.272680145152929
3074000.0,0.27638179222003334
3001000.0,0.27802123500263287
2972000.0,0.2735527678417954
2925000.0,0.2679002929255764
2885500.0,0.26666992788034494
3413500.0,0.2855387711641295
3779500.0,0.2862172737288182
3189000.0,0.2294670438812978
2708000.0,0.19637973438615453
2800500.0,0.20031473332188648
3331500.0,0.22869902849208612
3320500.0,0.21938557317840357
2716000.0,0.1808329661894214
3509500.0,0.21944063077218245
3549500.0,0.22221833007448688
3531500.0,0.21467892035262176
3878500.0,0.2257410198120048
4033500.0,0.2328163177902068
4170500.0,0.24636910107705545
4286000.0,0.25438534568346804
4321500.0,0.2755941137291863
3935000.0,0.2651867114926572
3576500.0,0.25712199431872096
4093000.0,0.3064988732103532
4017000.0,0.31388400335814187
4171000.0,0.33186269984015404
4161000.0,0.3407304094162701
4187000.0,0.34107867873509157
4106000.0,0.3204432252244808
4556000.0,0.32428381677161494
4617500.0,0.32140907532603835
4540500.0,0.3001449542722476
3977000.0,0.2509081693338787
3875500.0,0.24404858032588608
4300500.0,0.2577768225471503
3665000.0,0.2115714687420262
3564000.0,0.19748691699584267
3355500.0,0.1823447328925553
3342500.0,0.17795335365838272
3281500.0,0.1715852307439184
4274500.0,0.2146963253072145
