critic1_losses,critic2_losses,actor_losses,alpha_losses,stats_win,stats_lose,mean_rewards,mean_win,mean_lose,eval_percent_win,eval_percent_lose
0.639063894748688,0.533047318458557,20.940616607666,-20232796160,1,0,0.142510325029692,0.0158730158730159,0,0.24,0.4
0.968292355537415,0.997446060180664,21.2156543731689,-20232974336,0,1,-0.482858786998906,0,0.0222222222222222,0.24,0.44
0.502947390079498,0.553638160228729,20.9060096740723,-20233156608,0,1,-0.168052584173804,0,0.0045045045045045,,
1.04986906051636,1.05414855480194,19.8469505310059,-20233338880,0,1,-0.168513262769749,0,0.00641025641025641,,
0.988054513931274,1.00162208080292,20.707986831665,-20233519104,0,0,-0.0188865360371736,0,0,,
0.846287310123444,0.858017385005951,21.1473236083984,-20233699328,0,0,-0.070786703131652,0,0,,
1.52356588840485,1.41652798652649,20.1142578125,-20233879552,0,1,-0.358297857915687,0,0.0142857142857143,,
0.621643602848053,0.585803031921387,21.5147876739502,-20234063872,1,0,0.0740269963712504,0.00869565217391304,0,,
0.882032334804535,0.924314677715302,21.1054668426514,-20234242048,0,0,-0.0170308110241645,0,0,,
1.3042334318161,1.40163445472717,21.0944328308105,-20234424320,0,1,-0.163119532004581,0,0.00471698113207547,,
1.00615990161896,0.995476543903351,21.1927013397217,-20234602496,0,1,-0.126772661018079,0,0.00598802395209581,,
1.26882672309875,1.35715699195862,21.8443489074707,-20234784768,0,1,-0.182763341770425,0,0.01,,
1.18996071815491,1.24418640136719,21.9183940887451,-20234962944,0,0,-0.496916291889409,0,0,,
0.71700394153595,0.731471478939056,21.7945098876953,-20235145216,0,0,-0.109853585006516,0,0,,
0.734362781047821,0.703614294528961,21.3928241729736,-20235325440,1,0,0.129772595254051,0.0144927536231884,0,,
0.970632672309876,1.02159130573273,21.7515716552734,-20235507712,0,0,-0.0628543532149516,0,0,,
0.966421484947205,1.08386433124542,21.9510364532471,-20235685888,0,1,-0.179050635545616,0,0.00961538461538462,,
1.0329874753952,1.08162462711334,21.2853660583496,-20235868160,0,0,-0.134769935281872,0,0,,
1.59068953990936,1.62133812904358,21.3338012695313,-20236046336,0,0,-0.531068893912455,0,0,,
1.20922136306763,1.25748324394226,22.0615310668945,-20236234752,0,0,-0.0544699734618403,0,0,,
1.24862921237946,1.18412089347839,21.1973991394043,-20236406784,0,0,-0.158711166414648,0,0,,
0.822501122951508,0.905174016952515,22.2712879180908,-20236595200,0,1,-0.125391396226359,0,0.00680272108843537,,
1.27981412410736,1.31779992580414,21.1223640441895,-20236773376,0,1,-0.131976988761698,0,0.00628930817610063,,
0.991556346416473,1.10177755355835,21.0491428375244,-20236955648,0,1,-0.150978293265089,0,0.00757575757575758,,
1.74005925655365,1.70953392982483,20.8277015686035,-20237133824,1,0,-0.00705222053588736,0.00505050505050505,0,,
0.996494889259338,1.00572681427002,21.1947441101074,-20237316096,0,0,-0.140782147347063,0,0,,
1.25348687171936,1.6850574016571,20.6675987243652,-20237496320,0,0,-0.071933296039866,0,0,,
1.80476593971252,1.63789761066437,20.7673530578613,-20237678592,1,0,0.0529621132893535,0.00675675675675676,0,,
1.29750943183899,1.09878921508789,20.8632984161377,-20237856768,1,0,0.220563043100065,0.0285714285714286,0,,
1.97851061820984,2.03545832633972,21.1375503540039,-20238039040,0,0,-0.232306492526338,0,0,,
1.604647397995,1.92691874504089,20.5944557189941,-20238217216,1,0,0.0101872852942938,0.00704225352112676,0,,
0.940539360046387,0.865230441093445,22.0619354248047,-20238399488,0,1,-0.623841373262347,0,0.03125,,
1.27643120288849,1.13201498985291,19.9318466186523,-20238577664,0,0,-0.127421372432398,0,0,,
1.43582344055176,1.07228231430054,21.2196006774902,-20238761984,0,0,-0.0685409288818498,0,0,,
0.579861223697662,0.666966080665588,21.6533336639404,-20238942208,0,0,-0.0246832702129668,0,0,,
1.3815039396286,1.46533405780792,20.8132781982422,-20239122432,0,1,-0.613949951740577,0,0.032258064516129,,
0.896024465560913,0.841510236263275,21.3323593139648,-20239302656,0,0,-0.0583038632304873,0,0,,
1.35319745540619,1.37013423442841,20.5940399169922,-20239484928,0,1,-0.0916494619852944,0,0.00492610837438424,,
1.2544983625412,1.13896536827087,20.3964653015137,-20239667200,1,0,-0.0168072051813457,0.00478468899521531,0,,
1.60247302055359,1.70031952857971,20.2000961303711,-20239845376,0,0,-0.00625083567961976,0,0,,
0.605944573879242,0.649792194366455,21.1381549835205,-20240027648,1,0,0.065323792696826,0.0172413793103448,0,,
0.898460447788239,0.829670071601868,20.1828880310059,-20240205824,1,0,0.11408136917235,0.0133333333333333,0,,
0.888175666332245,0.983957052230835,20.5636577606201,-20240388096,1,0,-0.0241990082331044,0.0054945054945055,0,,
0.78114902973175,0.978257238864899,21.0320835113525,-20240566272,0,1,-0.429147859589339,0,0.0204081632653061,,
1.52111637592316,1.74186182022095,21.5747528076172,-20240750592,1,0,0.0600259120852214,0.0126582278481013,0,,
0.745739936828613,0.816450297832489,21.5202140808105,-20240928768,0,1,-0.145655737735908,0,0.00934579439252336,,
1.21715331077576,1.22386240959167,20.8977012634277,-20241111040,0,0,-0.372520188748667,0,0,,
0.949184536933899,1.05127918720245,21.4415645599365,-20241289216,0,0,-0.413401986012104,0,0,,
1.37524306774139,1.61379742622375,21.6596698760986,-20241477632,1,0,0.00257450448597021,0.00854700854700855,0,,
1.22647023200989,1.33279049396515,21.5913257598877,-20241649664,1,0,0.103862290911579,0.0113636363636364,0,,
1.25489223003387,1.36498129367828,21.2780494689941,-20241838080,0,1,-0.832599117395171,0,0.0434782608695652,,
0.870238423347473,0.980691194534302,21.7700309753418,-20242010112,1,0,0.0211435630791627,0.00420168067226891,0,,
0.512280941009522,0.548407554626465,22.1416530609131,-20242198528,0,0,-0.499815382357128,0,0,,
0.697094023227692,0.704405725002289,21.2832584381104,-20242376704,0,0,-0.317930699271858,0,0,,
1.64339733123779,1.85352921485901,21.5194091796875,-20242558976,0,1,-0.199211808620682,0,0.005,,
0.980072677135468,1.29077315330505,20.8708877563477,-20242737152,0,1,-0.39633727899008,0,0.0192307692307692,,
1.46229016780853,1.50638890266418,21.5640659332275,-20242921472,1,0,0.0637708094917824,0.0192307692307692,0,,
1.05247092247009,0.927403271198273,21.1946296691895,-20243099648,1,0,-0.163360243596906,0.00763358778625954,0,,
1.04969274997711,1.05776178836823,21.912540435791,-20243281920,1,0,0.0955625155880626,0.0222222222222222,0,,
1.30486369132996,1.41426944732666,21.5496234893799,-20243460096,0,0,-0.062506025726248,0,0,,
0.900511860847473,0.97723114490509,21.1176624298096,-20243642368,0,0,-0.0294931939249532,0,0,,
0.910042703151703,1.03359985351563,21.4000205993652,-20243820544,1,0,0.0045222541744138,0.00492610837438424,0,,
0.594931781291962,0.618201911449432,21.5300273895264,-20244002816,1,0,0.0131995659680326,0.00719424460431655,0,,
1.45976531505585,1.56186509132385,21.3949794769287,-20244185088,1,0,0.117733993444282,0.0126582278481013,0,,
